Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
ERR9609115,2022-04-19 22:42:32,2022-05-20 08:55:47,27276529,8182958700,27276529,300,3083,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR009/9609/ERR9609115/ERR9609115.lite.1,ERX9159348,,WGS,RANDOM PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,ERP023883,PRJEB21612,,551983,ERS11696640,SAMEA14093525,simple,408170,human gut metagenome,SAMEA14093525,,,,,,,no,,,,,SHENZHEN PUENSUM GENETECH INSTITUTE,ERA12782049,,public,E44B838551987493EC1E697942BDD51D,E09B08EA3894134E528C126DDB405389
ERR9607752,2022-04-19 22:42:31,2022-05-20 08:25:55,19483566,5845069800,19483566,300,2037,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/ERR009/9607/ERR9607752/ERR9607752.lite.1,ERX9157985,,WGS,RANDOM PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,ERP023883,PRJEB21612,,551983,ERS11696645,SAMEA14093530,simple,408170,human gut metagenome,SAMEA14093530,,,,,,,no,,,,,SHENZHEN PUENSUM GENETECH INSTITUTE,ERA12781926,,public,B6890CFBAAD71058E87D00AC0A7EC67B,527F7B6661B5076D692005D187BCEC90
ERR9609789,2022-04-19 22:42:32,2022-05-20 08:22:10,17239639,5171891700,17239639,300,1958,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR009/9609/ERR9609789/ERR9609789.lite.1,ERX9160022,,WGS,RANDOM PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,ERP023883,PRJEB21612,,551983,ERS11696646,SAMEA14093531,simple,408170,human gut metagenome,SAMEA14093531,,,,,,,no,,,,,SHENZHEN PUENSUM GENETECH INSTITUTE,ERA12782149,,public,7E2C41CA01728309A0CDE44A2EDF2E71,AE416860B023A86CC12A2B59AF7355F5
ERR9609791,2022-04-19 22:42:32,2022-05-20 08:25:44,19162393,5748717900,19162393,300,2161,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR009/9609/ERR9609791/ERR9609791.lite.1,ERX9160024,,WGS,RANDOM PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,ERP023883,PRJEB21612,,551983,ERS11696651,SAMEA14093536,simple,408170,human gut metagenome,SAMEA14093536,,,,,,,no,,,,,SHENZHEN PUENSUM GENETECH INSTITUTE,ERA12782151,,public,4CD1A3B10E32D4A65F9AA04130B88E99,68C050534C0CCEF5803B5E58119A1151
ERR9609125,2022-04-19 22:42:32,2022-05-20 08:25:06,17443016,5232904800,17443016,300,1906,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR009/9609/ERR9609125/ERR9609125.lite.1,ERX9159358,,WGS,RANDOM PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,ERP023883,PRJEB21612,,551983,ERS11696653,SAMEA14093538,simple,408170,human gut metagenome,SAMEA14093538,,,,,,,no,,,,,SHENZHEN PUENSUM GENETECH INSTITUTE,ERA12782060,,public,016BE753AB4869F67935C5746506E817,C267F5DE9BDF4732CAD85339E873E5E0
ERR9609796,2022-04-19 22:42:32,2022-05-20 08:25:53,19320731,5796219300,19320731,300,2072,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR009/9609/ERR9609796/ERR9609796.lite.1,ERX9160029,,WGS,RANDOM PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,ERP023883,PRJEB21612,,551983,ERS11696654,SAMEA14093539,simple,408170,human gut metagenome,SAMEA14093539,,,,,,,no,,,,,SHENZHEN PUENSUM GENETECH INSTITUTE,ERA12782156,,public,CBC0FAC158C832FC0FEF64EC0626EC9A,1697ACB9CBBA55D2DAD1137048411476
ERR9609899,2022-04-19 22:42:32,2022-05-20 08:27:50,19432649,5829794700,19432649,300,2133,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR009/9609/ERR9609899/ERR9609899.lite.1,ERX9160132,,WGS,RANDOM PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,ERP023883,PRJEB21612,,551983,ERS11696657,SAMEA14093542,simple,408170,human gut metagenome,SAMEA14093542,,,,,,,no,,,,,SHENZHEN PUENSUM GENETECH INSTITUTE,ERA12782161,,public,7FC123EE57B7C51CD71E36E22E9907FD,BCE2E72C0C290D32E853E95036024B31
ERR9610024,2022-04-19 22:42:33,2022-05-20 08:28:41,18858566,5657569800,18858566,300,2064,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR009/9610/ERR9610024/ERR9610024.lite.1,ERX9160257,,WGS,RANDOM PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,ERP023883,PRJEB21612,,551983,ERS11696658,SAMEA14093543,simple,408170,human gut metagenome,SAMEA14093543,,,,,,,no,,,,,SHENZHEN PUENSUM GENETECH INSTITUTE,ERA12782169,,public,F0E2363E2BC6804F650A90D40E958CC5,E837E7F3F226455AF19FF4BE15EC79FB
ERR9610044,2022-04-19 22:42:33,2022-05-20 08:24:47,17820972,5346291600,17820972,300,1893,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/ERR009/9610/ERR9610044/ERR9610044.lite.1,ERX9160274,,WGS,RANDOM PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,ERP023883,PRJEB21612,,551983,ERS11696659,SAMEA14093544,simple,408170,human gut metagenome,SAMEA14093544,,,,,,,no,,,,,SHENZHEN PUENSUM GENETECH INSTITUTE,ERA12782189,,public,7C0A4D4196ADD3F90B0006F67DCAF042,4CE5A69B667FDC55020D28ADEBCD99C7
ERR9610947,2022-04-19 22:42:34,2022-05-20 08:22:57,17013898,5104169400,17013898,300,1906,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR009/9610/ERR9610947/ERR9610947.lite.1,ERX9161177,,WGS,RANDOM PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,ERP023883,PRJEB21612,,551983,ERS11696660,SAMEA14093545,simple,408170,human gut metagenome,SAMEA14093545,,,,,,,no,,,,,SHENZHEN PUENSUM GENETECH INSTITUTE,ERA12782297,,public,04052A766960A67200D00F45BC1C2D70,85ACF58DD47B7D141A1F89A87AAE133B
ERR9610638,2022-04-19 22:42:33,2022-05-20 08:22:23,13213740,3964122000,13213740,300,1508,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR009/9610/ERR9610638/ERR9610638.lite.1,ERX9160868,,WGS,RANDOM PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,ERP023883,PRJEB21612,,551983,ERS11696661,SAMEA14093546,simple,408170,human gut metagenome,SAMEA14093546,,,,,,,no,,,,,SHENZHEN PUENSUM GENETECH INSTITUTE,ERA12782200,,public,675914FFBEA4668FDA5A676070E80202,0FEFEBB3BE6DD72E3657FFA515322236
ERR9607188,2022-04-19 22:42:31,2022-05-20 08:25:28,19622104,5886631200,19622104,300,2062,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR009/9607/ERR9607188/ERR9607188.lite.1,ERX9157421,,WGS,RANDOM PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,ERP023883,PRJEB21612,,551983,ERS11696662,SAMEA14093547,simple,408170,human gut metagenome,SAMEA14093547,,,,,,,no,,,,,SHENZHEN PUENSUM GENETECH INSTITUTE,ERA12781891,,public,16FA8BA6AAE9FF55E0FD5B596591646A,463D6A2F6FBE0FD20F854BE9927BE358
ERR9607197,2022-04-19 22:42:31,2022-05-20 08:26:26,19137542,5741262600,19137542,300,2152,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR009/9607/ERR9607197/ERR9607197.lite.1,ERX9157430,,WGS,RANDOM PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,ERP023883,PRJEB21612,,551983,ERS11696664,SAMEA14093549,simple,408170,human gut metagenome,SAMEA14093549,,,,,,,no,,,,,SHENZHEN PUENSUM GENETECH INSTITUTE,ERA12781900,,public,C5D15A892F2AE6CB7FA601995BC50F0C,821A6337D3A98D1CB92051E1B9D86F56
ERR9610724,2022-04-19 22:42:33,2022-05-20 08:25:19,18296330,5488899000,18296330,300,2061,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR009/9610/ERR9610724/ERR9610724.lite.1,ERX9160954,,WGS,RANDOM PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,ERP023883,PRJEB21612,,551983,ERS11696668,SAMEA14093553,simple,408170,human gut metagenome,SAMEA14093553,,,,,,,no,,,,,SHENZHEN PUENSUM GENETECH INSTITUTE,ERA12782204,,public,240672F13044872C27784E5FF2EDDF21,13C6F7C46EBD4AC3246BC08ED6F33E79
ERR9610756,2022-04-19 22:42:33,2022-05-20 08:24:56,18147204,5444161200,18147204,300,2097,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR009/9610/ERR9610756/ERR9610756.lite.1,ERX9160986,,WGS,RANDOM PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,ERP023883,PRJEB21612,,551983,ERS11696669,SAMEA14093554,simple,408170,human gut metagenome,SAMEA14093554,,,,,,,no,,,,,SHENZHEN PUENSUM GENETECH INSTITUTE,ERA12782207,,public,766878D242751E18F916DFF7409AB8C1,24B33EBF06A2ACA8F552E639A5AE98FE
ERR9610757,2022-04-19 22:42:33,2022-05-20 08:24:39,18891562,5667468600,18891562,300,2216,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR009/9610/ERR9610757/ERR9610757.lite.1,ERX9160987,,WGS,RANDOM PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,ERP023883,PRJEB21612,,551983,ERS11696674,SAMEA14093559,simple,408170,human gut metagenome,SAMEA14093559,,,,,,,no,,,,,SHENZHEN PUENSUM GENETECH INSTITUTE,ERA12782209,,public,81ABB5AA58CC2724436D99A31D34782D,95C5262CB7ACBE64440A17ED56F5EE86
ERR9607658,2022-04-19 22:42:31,2022-05-20 08:24:35,20936833,6281049900,20936833,300,2295,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR009/9607/ERR9607658/ERR9607658.lite.1,ERX9157891,,WGS,RANDOM PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,ERP023883,PRJEB21612,,551983,ERS11696677,SAMEA14093562,simple,408170,human gut metagenome,SAMEA14093562,,,,,,,no,,,,,SHENZHEN PUENSUM GENETECH INSTITUTE,ERA12781914,,public,D647D77AEE0EA295E78B0496E7AEB576,F0A3A1BE59D6CAFDB6BD876E9358A9A2
ERR9610957,2022-04-19 22:42:34,2022-05-20 08:25:19,18022752,5406825600,18022752,300,2053,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR009/9610/ERR9610957/ERR9610957.lite.1,ERX9161187,,WGS,RANDOM PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,ERP023883,PRJEB21612,,551983,ERS11696678,SAMEA14093563,simple,408170,human gut metagenome,SAMEA14093563,,,,,,,no,,,,,SHENZHEN PUENSUM GENETECH INSTITUTE,ERA12782307,,public,59CCAF89C4CB9F656AFD0E9EC2813D65,CA02ED0E416CB92E8E08AF080F387855
ERR9609112,2022-04-19 22:42:32,2022-05-20 08:26:31,24030479,7209143700,24030479,300,2596,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR009/9609/ERR9609112/ERR9609112.lite.1,ERX9159345,,WGS,RANDOM PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,ERP023883,PRJEB21612,,551983,ERS11696679,SAMEA14093564,simple,408170,human gut metagenome,SAMEA14093564,,,,,,,no,,,,,SHENZHEN PUENSUM GENETECH INSTITUTE,ERA12782046,,public,D60F738DE1A3E94AA9990447F57D9F4E,F4601CC25C4462D8B3BC61EE2F8BC022
ERR9610886,2022-04-19 22:42:34,2022-05-20 08:24:21,17904472,5371341600,17904472,300,1967,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR009/9610/ERR9610886/ERR9610886.lite.1,ERX9161116,,WGS,RANDOM PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,ERP023883,PRJEB21612,,551983,ERS11696684,SAMEA14093569,simple,408170,human gut metagenome,SAMEA14093569,,,,,,,no,,,,,SHENZHEN PUENSUM GENETECH INSTITUTE,ERA12782228,,public,439A306E6D580EEECD872D2715054DDD,ABB92F4EABAA382F7744DF4BB8AC6157
ERR9610888,2022-04-19 22:42:34,2022-05-20 08:23:50,16138468,4841540400,16138468,300,1761,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR009/9610/ERR9610888/ERR9610888.lite.1,ERX9161118,,WGS,RANDOM PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,ERP023883,PRJEB21612,,551983,ERS11696685,SAMEA14093570,simple,408170,human gut metagenome,SAMEA14093570,,,,,,,no,,,,,SHENZHEN PUENSUM GENETECH INSTITUTE,ERA12782230,,public,D5560170896F1B7BDFC7B8B4B129C5A5,4A0C64E2D49FF8C9194C57FEC6957FBC
ERR9610890,2022-04-19 22:42:34,2022-05-20 08:22:28,15344667,4603400100,15344667,300,1817,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR009/9610/ERR9610890/ERR9610890.lite.1,ERX9161120,,WGS,RANDOM PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,ERP023883,PRJEB21612,,551983,ERS11696688,SAMEA14093573,simple,408170,human gut metagenome,SAMEA14093573,,,,,,,no,,,,,SHENZHEN PUENSUM GENETECH INSTITUTE,ERA12782232,,public,AA92B46148D1162E63A7B6610FD79D35,80B946DFBE72117707B150A3B9ACB689
ERR9610892,2022-04-19 22:42:34,2022-05-20 08:24:52,15136624,4540987200,15136624,300,1753,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR009/9610/ERR9610892/ERR9610892.lite.1,ERX9161122,,WGS,RANDOM PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,ERP023883,PRJEB21612,,551983,ERS11696689,SAMEA14093574,simple,408170,human gut metagenome,SAMEA14093574,,,,,,,no,,,,,SHENZHEN PUENSUM GENETECH INSTITUTE,ERA12782235,,public,50FABDB86BF294DC4D3D453D94FEAEDC,764FF3614780B40149D0EE6DAF498DC3
ERR9610894,2022-04-19 22:42:34,2022-05-20 08:24:57,18632931,5589879300,18632931,300,2148,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR009/9610/ERR9610894/ERR9610894.lite.1,ERX9161124,,WGS,RANDOM PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,ERP023883,PRJEB21612,,551983,ERS11696690,SAMEA14093575,simple,408170,human gut metagenome,SAMEA14093575,,,,,,,no,,,,,SHENZHEN PUENSUM GENETECH INSTITUTE,ERA12782237,,public,615934CDA622887BE3FE76C22D38DAA2,136C603F24F6E36040148E442559F6BE
ERR9610949,2022-04-19 22:42:34,2022-05-20 08:26:15,16518274,4955482200,16518274,300,1794,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR009/9610/ERR9610949/ERR9610949.lite.1,ERX9161179,,WGS,RANDOM PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,ERP023883,PRJEB21612,,551983,ERS11696691,SAMEA14093576,simple,408170,human gut metagenome,SAMEA14093576,,,,,,,no,,,,,SHENZHEN PUENSUM GENETECH INSTITUTE,ERA12782299,,public,E21EF542BB992E71DAED5B468E3E31C1,B4F93DE92B902C75C11A9CD551B3545F
ERR9610937,2022-04-19 22:42:34,2022-05-20 08:29:23,19695119,5908535700,19695119,300,2211,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR009/9610/ERR9610937/ERR9610937.lite.1,ERX9161167,,WGS,RANDOM PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,ERP023883,PRJEB21612,,551983,ERS11696692,SAMEA14093577,simple,408170,human gut metagenome,SAMEA14093577,,,,,,,no,,,,,SHENZHEN PUENSUM GENETECH INSTITUTE,ERA12782242,,public,849B92877DE836E1E62976FE1FF86878,3F4383EF6BD7ED66B13861C34BD9503D
ERR9609339,2022-04-19 22:42:32,2022-05-20 08:25:30,19579798,5873939400,19579798,300,2175,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR009/9609/ERR9609339/ERR9609339.lite.1,ERX9159572,,WGS,RANDOM PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,ERP023883,PRJEB21612,,551983,ERS11696693,SAMEA14093578,simple,408170,human gut metagenome,SAMEA14093578,,,,,,,no,,,,,SHENZHEN PUENSUM GENETECH INSTITUTE,ERA12782128,,public,C4D9DE444FEF2E63AB47A729FCDCDC82,E49861EC0ADA1DCCE1DCBEB37B16577F
ERR9609748,2022-04-19 22:42:32,2022-05-20 08:23:12,15081688,4524506400,15081688,300,1688,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR009/9609/ERR9609748/ERR9609748.lite.1,ERX9159981,,WGS,RANDOM PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,ERP023883,PRJEB21612,,551983,ERS11696694,SAMEA14093579,simple,408170,human gut metagenome,SAMEA14093579,,,,,,,no,,,,,SHENZHEN PUENSUM GENETECH INSTITUTE,ERA12782137,,public,8F3FEC686C1BBD7BD7AFA4D30D07C5CB,9E2CEC088AD89B894347A2C05D9E5053
ERR9609787,2022-04-19 22:42:32,2022-05-20 08:24:37,15328960,4598688000,15328960,300,1762,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR009/9609/ERR9609787/ERR9609787.lite.1,ERX9160020,,WGS,RANDOM PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,ERP023883,PRJEB21612,,551983,ERS11696699,SAMEA14093584,simple,408170,human gut metagenome,SAMEA14093584,,,,,,,no,,,,,SHENZHEN PUENSUM GENETECH INSTITUTE,ERA12782145,,public,424D6E400E511BA68E224BEB41F2AD2F,88078834CC7A726CAF622E8FDBCD3B9C
ERR9609790,2022-04-19 22:42:32,2022-05-20 08:24:27,15151433,4545429900,15151433,300,1672,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR009/9609/ERR9609790/ERR9609790.lite.1,ERX9160023,,WGS,RANDOM PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,ERP023883,PRJEB21612,,551983,ERS11696700,SAMEA14093585,simple,408170,human gut metagenome,SAMEA14093585,,,,,,,no,,,,,SHENZHEN PUENSUM GENETECH INSTITUTE,ERA12782150,,public,4A23E4BE36A8DD61623622F1E083499E,91E640ACF71DB618ADA52C0BB8ADC9BC
