Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR13300661,2021-07-30 12:53:00,2020-12-24 15:29:03,13149456,2656190112,13149456,202,1366,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13300/SRR13300661/SRR13300661.lite.1,SRX9729638,G146278,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP299228,PRJNA685168,3,685168,SRS7922422,SAMN17082958,simple,256318,metagenome,G146278,,,,,,,no,,,,,XAVIER,SRA1171447,,public,4916C16CD83CE5DB2D087211EA14A6E6,89182177A6C30BCDC8A85B1752C572F6
SRR13300691,2021-07-30 12:53:00,2020-12-24 15:32:23,12544699,2534029198,12544699,202,1264,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13300/SRR13300691/SRR13300691.lite.1,SRX9729608,G146307,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP299228,PRJNA685168,3,685168,SRS7922392,SAMN17082988,simple,256318,metagenome,G146307,,,,,,,no,,,,,XAVIER,SRA1171447,,public,601EA6EA78AD770D82FD1D88AC230463,B2569FB8852785CF8BA12B02DA4675D2
SRR13300668,2021-07-30 12:53:00,2020-12-24 16:26:13,8463823,1709692246,8463823,202,629,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13300/SRR13300668/SRR13300668.lite.1,SRX9729631,G89891,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP299228,PRJNA685168,3,685168,SRS7922415,SAMN17082965,simple,256318,metagenome,G89891,,,,,,,no,,,,,XAVIER,SRA1171447,,public,59320B84C637F4A725E16FC0C645DB47,AD52F736FAD3DEE7522957F59B5216D0
SRR13300657,2021-07-30 12:53:00,2020-12-24 15:45:30,7859071,1587532342,7859071,202,575,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13300/SRR13300657/SRR13300657.lite.1,SRX9729642,G89893,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP299228,PRJNA685168,3,685168,SRS7922426,SAMN17082954,simple,256318,metagenome,G89893,,,,,,,no,,,,,XAVIER,SRA1171447,,public,38C465108CB156C20CFA3954A4C19F25,A2997C110052905500A1A8B188364477
SRR13300670,2021-07-30 12:53:00,2020-12-24 15:51:49,20195653,4079521906,20195653,202,1489,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13300/SRR13300670/SRR13300670.lite.1,SRX9729629,G89894,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP299228,PRJNA685168,3,685168,SRS7922413,SAMN17082969,simple,256318,metagenome,G89894,,,,,,,no,,,,,XAVIER,SRA1171447,,public,1DA254741EFF3471CB2EBF30B60A9DF4,35B9D32CC299B216310668E8CB46241E
SRR13300674,2021-07-30 12:53:00,2020-12-24 15:45:12,14218901,2872218002,14218901,202,1050,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13300/SRR13300674/SRR13300674.lite.1,SRX9729625,G89898,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP299228,PRJNA685168,3,685168,SRS7922409,SAMN17082972,simple,256318,metagenome,G89898,,,,,,,no,,,,,XAVIER,SRA1171447,,public,313262E3017ADA9BE7EB49E0B11BB608,3555E5B9C56E33AC54BCA17CD53D9751
SRR13300649,2021-07-30 12:53:01,2020-12-24 15:40:49,15853306,3202367812,15853306,202,1242,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13300/SRR13300649/SRR13300649.lite.1,SRX9729650,G89914,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP299228,PRJNA685168,3,685168,SRS7922434,SAMN17082947,simple,256318,metagenome,G89914,,,,,,,no,,,,,XAVIER,SRA1171447,,public,58364E88748A46FEA27CDCC484DCB724,0675B05AB76F2EE920F98212D032544B
SRR13300659,2021-07-30 12:53:00,2020-12-24 15:43:58,24543145,4957715290,24543145,202,1791,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13300/SRR13300659/SRR13300659.lite.1,SRX9729640,G89921,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP299228,PRJNA685168,3,685168,SRS7922424,SAMN17082956,simple,256318,metagenome,G89921,,,,,,,no,,,,,XAVIER,SRA1171447,,public,D5B952A3C860125692F5ED3946C454A7,2E6810634B56E3EF87817FC9A531741A
SRR13300667,2021-07-30 12:53:00,2020-12-24 15:48:24,14916039,3013039878,14916039,202,1109,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13300/SRR13300667/SRR13300667.lite.1,SRX9729632,G89925,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP299228,PRJNA685168,3,685168,SRS7922416,SAMN17082964,simple,256318,metagenome,G89925,,,,,,,no,,,,,XAVIER,SRA1171447,,public,6BF421A21279122F6114A36962DE17AF,334531E7015577D3B1C935CB65DCD092
SRR13300632,2021-07-30 12:53:01,2020-12-24 16:19:24,16657995,3364914990,16657995,202,1295,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13300/SRR13300632/SRR13300632.lite.1,SRX9729667,G89928,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP299228,PRJNA685168,3,685168,SRS7922451,SAMN17083009,simple,256318,metagenome,G89928,,,,,,,no,,,,,XAVIER,SRA1171447,,public,BF71D2A0BABE2AE918595107E55D5C95,E1979906CC552AE856F917CBEDB90B62
SRR13300684,2021-07-30 12:53:00,2020-12-24 15:32:42,23478115,4742579230,23478115,202,1726,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13300/SRR13300684/SRR13300684.lite.1,SRX9729615,G89930,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP299228,PRJNA685168,3,685168,SRS7922399,SAMN17082937,simple,256318,metagenome,G89930,,,,,,,no,,,,,XAVIER,SRA1171447,,public,9C7DC8E2F3CD1E2F29B3F53C1F37E2A9,C144CAFC4A4320F01B376D7B38FF3C62
SRR13300652,2021-07-30 12:53:00,2020-12-24 15:58:27,27587706,5572716612,27587706,202,2126,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13300/SRR13300652/SRR13300652.lite.1,SRX9729647,G89933,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP299228,PRJNA685168,3,685168,SRS7922431,SAMN17082950,simple,256318,metagenome,G89933,,,,,,,no,,,,,XAVIER,SRA1171447,,public,F83E3BF158A86E736522E57F38E59A85,1F107682A08AA360F39676AD0CA880E2
SRR13300673,2021-07-30 12:53:00,2020-12-24 15:49:39,7177577,1449870554,7177577,202,539,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13300/SRR13300673/SRR13300673.lite.1,SRX9729626,G89938,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP299228,PRJNA685168,3,685168,SRS7922410,SAMN17082936,simple,256318,metagenome,G89938,,,,,,,no,,,,,XAVIER,SRA1171447,,public,0BBD34FA4D3114C8D325215281D9F9E1,C1AC700CB89A16C1FEC8BC9B9033AD5E
SRR13300672,2021-07-30 12:53:00,2020-12-24 15:42:46,7251871,1464877942,7251871,202,535,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13300/SRR13300672/SRR13300672.lite.1,SRX9729627,G89940,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP299228,PRJNA685168,3,685168,SRS7922412,SAMN17082971,simple,256318,metagenome,G89940,,,,,,,no,,,,,XAVIER,SRA1171447,,public,1A069C7C2266F2F4D6D8485F4C095D4D,791C9206AE5F14F9DC2A765BCB4ABC2C
SRR13300665,2021-07-30 12:53:00,2020-12-24 16:14:43,7312672,1477159744,7312672,202,546,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13300/SRR13300665/SRR13300665.lite.1,SRX9729634,G89946,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP299228,PRJNA685168,3,685168,SRS7922418,SAMN17082962,simple,256318,metagenome,G89946,,,,,,,no,,,,,XAVIER,SRA1171447,,public,72E2B6BC31A9961011DF97095F13636F,61BE05AAF88573EF859E2F83F200C90D
SRR13300654,2021-07-30 12:53:00,2020-12-24 15:53:27,21966479,4437228758,21966479,202,1603,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13300/SRR13300654/SRR13300654.lite.1,SRX9729645,G89952,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP299228,PRJNA685168,3,685168,SRS7922429,SAMN17082934,simple,256318,metagenome,G89952,,,,,,,no,,,,,XAVIER,SRA1171447,,public,EB102C5EEB84B8D0F686E9A55B855A68,CB461A1D5C8254BCC32C68C5D1FCF6A2
SRR13300663,2021-07-30 12:53:00,2020-12-24 16:09:46,8928004,1803456808,8928004,202,664,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13300/SRR13300663/SRR13300663.lite.1,SRX9729636,G89956,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP299228,PRJNA685168,3,685168,SRS7922420,SAMN17082960,simple,256318,metagenome,G89956,,,,,,,no,,,,,XAVIER,SRA1171447,,public,658B2643EEAAFB7F91900AD84F9917C9,40BAE91879777256DA1244D331AD26A5
SRR13300633,2021-07-30 12:53:01,2020-12-24 16:16:04,20672812,4175908024,20672812,202,1597,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13300/SRR13300633/SRR13300633.lite.1,SRX9729666,G89958,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP299228,PRJNA685168,3,685168,SRS7922450,SAMN17083010,simple,256318,metagenome,G89958,,,,,,,no,,,,,XAVIER,SRA1171447,,public,30F6934745C85ADD8AADA63189E83DCE,04F529F5F33FBBA62C8D085BD7B839CB
SRR13300651,2021-07-30 12:53:00,2020-12-24 15:41:41,14029698,2833998996,14029698,202,1040,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13300/SRR13300651/SRR13300651.lite.1,SRX9729648,G89963,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP299228,PRJNA685168,3,685168,SRS7922433,SAMN17082949,simple,256318,metagenome,G89963,,,,,,,no,,,,,XAVIER,SRA1171447,,public,AE81732EF162A3CC76AB2C8D97CF49B3,616A43DC28B415C45A7B9369F11EB19C
SRR13300648,2021-07-30 12:53:01,2020-12-24 15:36:14,2852442,576193284,2852442,202,214,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13300/SRR13300648/SRR13300648.lite.1,SRX9729651,G89964,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP299228,PRJNA685168,3,685168,SRS7922435,SAMN17082946,simple,256318,metagenome,G89964,,,,,,,no,,,,,XAVIER,SRA1171447,,public,D82AA5B3511C5C329C5744BC374A79B6,68FBA31884FEDE0003DDF818C8C9352A
SRR13300655,2021-07-30 12:53:00,2020-12-24 16:25:56,26645652,5382421704,26645652,202,2037,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13300/SRR13300655/SRR13300655.lite.1,SRX9729644,G89968,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP299228,PRJNA685168,3,685168,SRS7922428,SAMN17082952,simple,256318,metagenome,G89968,,,,,,,no,,,,,XAVIER,SRA1171447,,public,2E0715C0AA79C8F332DFDDF846BCB6B0,DE27F93CED3B7D80B3A7A44FF367AB70
SRR13300656,2021-07-30 12:53:00,2020-12-24 15:50:48,28408623,5738541846,28408623,202,2064,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13300/SRR13300656/SRR13300656.lite.1,SRX9729643,G89969,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP299228,PRJNA685168,3,685168,SRS7922427,SAMN17082953,simple,256318,metagenome,G89969,,,,,,,no,,,,,XAVIER,SRA1171447,,public,875BC0C1FEB41570C118F0AED236322F,6EB570910172C92C07F77215BA1DC133
SRR13300660,2021-07-30 12:53:00,2020-12-24 15:46:12,20981765,4238316530,20981765,202,1619,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13300/SRR13300660/SRR13300660.lite.1,SRX9729639,G89973,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP299228,PRJNA685168,3,685168,SRS7922423,SAMN17082957,simple,256318,metagenome,G89973,,,,,,,no,,,,,XAVIER,SRA1171447,,public,7DC7A9CCE27486AB53D78ACA8493B6D6,DC9978B813C378291859438675CAB20D
SRR13300662,2021-07-30 12:53:00,2020-12-24 16:26:56,17053917,3444891234,17053917,202,1401,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13300/SRR13300662/SRR13300662.lite.1,SRX9729637,G90070,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP299228,PRJNA685168,3,685168,SRS7922421,SAMN17082959,simple,256318,metagenome,G90070,,,,,,,no,,,,,XAVIER,SRA1171447,,public,46DD234589BBA80C1AB775426F1582D4,EAD1BBCF070D3A4E5416FF7A4E333B45
SRR13300669,2021-07-30 12:53:00,2020-12-24 16:22:28,19107223,3859659046,19107223,202,1514,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13300/SRR13300669/SRR13300669.lite.1,SRX9729630,G90077,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP299228,PRJNA685168,3,685168,SRS7922414,SAMN17082968,simple,256318,metagenome,G90077,,,,,,,no,,,,,XAVIER,SRA1171447,,public,F5A1ED9451B7AE4EF54A805E70736A3C,B4B84A39F212E7019161ED9F14E074BE
SRR13300664,2021-07-30 12:53:00,2020-12-24 15:44:04,13403478,2707502556,13403478,202,1075,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13300/SRR13300664/SRR13300664.lite.1,SRX9729635,G90085,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP299228,PRJNA685168,3,685168,SRS7922419,SAMN17082935,simple,256318,metagenome,G90085,,,,,,,no,,,,,XAVIER,SRA1171447,,public,808E6E16082C67963FBD52D9F9A3BC84,940B081380FD83D4DB0D1FAAA6EEBC5A
SRR13300666,2021-07-30 12:53:00,2020-12-24 15:49:49,23159115,4678141230,23159115,202,1476,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13300/SRR13300666/SRR13300666.lite.1,SRX9729633,G98755,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP299228,PRJNA685168,3,685168,SRS7922417,SAMN17082963,simple,256318,metagenome,G98755,,,,,,,no,,,,,XAVIER,SRA1171447,,public,0D5B783BA0D73491C70F222092B43773,E4CF8B377B1DC52DA56C1B437F3B5679
SRR13300675,2021-07-30 12:53:00,2020-12-24 16:17:57,9954347,2010778094,9954347,202,639,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13300/SRR13300675/SRR13300675.lite.1,SRX9729624,G98757,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP299228,PRJNA685168,3,685168,SRS7922408,SAMN17082973,simple,256318,metagenome,G98757,,,,,,,no,,,,,XAVIER,SRA1171447,,public,21220D014C8E35193915AB686E2082B6,1CB04E996AF9D17DDBAA1351A0D90E18
SRR13300676,2021-07-30 12:53:00,2020-12-24 16:08:07,14329516,2894562232,14329516,202,918,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13300/SRR13300676/SRR13300676.lite.1,SRX9729623,G98765,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP299228,PRJNA685168,3,685168,SRS7922407,SAMN17082974,simple,256318,metagenome,G98765,,,,,,,no,,,,,XAVIER,SRA1171447,,public,5BA8C0294022C05CE7F8B782F0074DDD,8974CAE13EBE51D050BF41534C246A6C
SRR13300636,2021-07-30 12:53:01,2020-12-24 15:41:24,11085536,2239278272,11085536,202,745,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13300/SRR13300636/SRR13300636.lite.1,SRX9729663,G98790,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP299228,PRJNA685168,3,685168,SRS7922447,SAMN17083033,simple,256318,metagenome,G98790,,,,,,,no,,,,,XAVIER,SRA1171447,,public,9519D715E58948C9F4D23D740F6C052E,C8E5C2245E985F3CEAD7776B06EE99D8
SRR13300634,2021-07-30 12:53:01,2020-12-24 15:27:29,16715999,3376631798,16715999,202,1090,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13300/SRR13300634/SRR13300634.lite.1,SRX9729665,G98876,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP299228,PRJNA685168,3,685168,SRS7922449,SAMN17083031,simple,256318,metagenome,G98876,,,,,,,no,,,,,XAVIER,SRA1171447,,public,8B01B67AF23B08272D9B062B0AA703B0,87FAA743F9547A6B6DDD4C25F8377335
SRR13300677,2021-07-30 12:53:00,2020-12-24 16:10:26,5304696,1071548592,5304696,202,358,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13300/SRR13300677/SRR13300677.lite.1,SRX9729622,G98885,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP299228,PRJNA685168,3,685168,SRS7922406,SAMN17082975,simple,256318,metagenome,G98885,,,,,,,no,,,,,XAVIER,SRA1171447,,public,9B0B51D1DFA967D5D169D3FB349A5E1A,FE19127C66718A203CB081F4A076EA51
SRR13300638,2021-07-30 12:53:01,2020-12-24 15:26:11,16113803,3254988206,16113803,202,1085,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13300/SRR13300638/SRR13300638.lite.1,SRX9729661,G98896,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP299228,PRJNA685168,3,685168,SRS7922445,SAMN17083035,simple,256318,metagenome,G98896,,,,,,,no,,,,,XAVIER,SRA1171447,,public,909B0D3C7D16EA30BA4966DA6E1DB97F,89AB97259581F6AF112EB62C58A8773A
